date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:26	32250/32250	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:42:44%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/shop/pic4.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/shop/pic4.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:27	38053/38053	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:02%20GMT	https://swigo.dexignzone.com/xhtml/shop-cart.html	E:/exe/swigo.dexignzone.com/xhtml/shop-cart.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:27	39795/39795	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:57%20GMT	https://swigo.dexignzone.com/xhtml/our-menu-1.html	E:/exe/swigo.dexignzone.com/xhtml/our-menu-1.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:27	62748/62748	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:55%20GMT	https://swigo.dexignzone.com/xhtml/index-2.html	E:/exe/swigo.dexignzone.com/xhtml/index-2.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:28	48716/48716	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:56%20GMT	https://swigo.dexignzone.com/xhtml/index-3.html	E:/exe/swigo.dexignzone.com/xhtml/index-3.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:28	30695/30695	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:43%20GMT	https://swigo.dexignzone.com/xhtml/about-us.html	E:/exe/swigo.dexignzone.com/xhtml/about-us.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:28	35085/35085	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:54%20GMT	https://swigo.dexignzone.com/xhtml/faq.html	E:/exe/swigo.dexignzone.com/xhtml/faq.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:28	41908/41908	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:05%20GMT	https://swigo.dexignzone.com/xhtml/team.html	E:/exe/swigo.dexignzone.com/xhtml/team.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:29	33117/33117	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:04%20GMT	https://swigo.dexignzone.com/xhtml/team-detail.html	E:/exe/swigo.dexignzone.com/xhtml/team-detail.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:29	31734/31734	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:05%20GMT	https://swigo.dexignzone.com/xhtml/testimonial.html	E:/exe/swigo.dexignzone.com/xhtml/testimonial.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:29	33259/33259	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:01%20GMT	https://swigo.dexignzone.com/xhtml/services.html	E:/exe/swigo.dexignzone.com/xhtml/services.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:30	32910/32910	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:01%20GMT	https://swigo.dexignzone.com/xhtml/service-detail.html	E:/exe/swigo.dexignzone.com/xhtml/service-detail.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:30	24086/24086	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:53%20GMT	https://swigo.dexignzone.com/xhtml/error-404.html	E:/exe/swigo.dexignzone.com/xhtml/error-404.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:30	7216/7216	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:52%20GMT	https://swigo.dexignzone.com/xhtml/coming-soon.html	E:/exe/swigo.dexignzone.com/xhtml/coming-soon.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:31	7108/7108	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:07%20GMT	https://swigo.dexignzone.com/xhtml/under-maintenance.html	E:/exe/swigo.dexignzone.com/xhtml/under-maintenance.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:31	37778/37778	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:57%20GMT	https://swigo.dexignzone.com/xhtml/our-menu-2.html	E:/exe/swigo.dexignzone.com/xhtml/our-menu-2.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:32	44638/44638	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:58%20GMT	https://swigo.dexignzone.com/xhtml/our-menu-3.html	E:/exe/swigo.dexignzone.com/xhtml/our-menu-3.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:32	49412/49412	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:58%20GMT	https://swigo.dexignzone.com/xhtml/our-menu-4.html	E:/exe/swigo.dexignzone.com/xhtml/our-menu-4.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:32	731054/731054	---M--	200	added ('OK')	text/css	date:Fri,%2015%20Sep%202023%2013:41:45%20GMT	https://swigo.dexignzone.com/xhtml/assets/css/style.css	E:/exe/swigo.dexignzone.com/xhtml/assets/css/style.css	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:33	45502/45502	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:59%20GMT	https://swigo.dexignzone.com/xhtml/our-menu-5.html	E:/exe/swigo.dexignzone.com/xhtml/our-menu-5.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:34	141147/141147	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:41:58%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/adv-media.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/adv-media.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:34	42170/42170	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:03%20GMT	https://swigo.dexignzone.com/xhtml/shop-style-1.html	E:/exe/swigo.dexignzone.com/xhtml/shop-style-1.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:35	30474/30474	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:04%20GMT	https://swigo.dexignzone.com/xhtml/shop-wishlist.html	E:/exe/swigo.dexignzone.com/xhtml/shop-wishlist.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:35	42132/42132	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:03%20GMT	https://swigo.dexignzone.com/xhtml/shop-style-2.html	E:/exe/swigo.dexignzone.com/xhtml/shop-style-2.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:36	33372/33372	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:45%20GMT	https://swigo.dexignzone.com/xhtml/blog-grid-2.html	E:/exe/swigo.dexignzone.com/xhtml/blog-grid-2.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:36	38170/38170	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:41:02%20GMT	https://swigo.dexignzone.com/xhtml/shop-checkout.html	E:/exe/swigo.dexignzone.com/xhtml/shop-checkout.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:36	36202/36202	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:46%20GMT	https://swigo.dexignzone.com/xhtml/blog-grid-3.html	E:/exe/swigo.dexignzone.com/xhtml/blog-grid-3.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:37	39454/39454	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:47%20GMT	https://swigo.dexignzone.com/xhtml/blog-grid-left-sidebar.html	E:/exe/swigo.dexignzone.com/xhtml/blog-grid-left-sidebar.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:37	39412/39412	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:47%20GMT	https://swigo.dexignzone.com/xhtml/blog-grid-right-sidebar.html	E:/exe/swigo.dexignzone.com/xhtml/blog-grid-right-sidebar.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:37	35764/35764	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:50%20GMT	https://swigo.dexignzone.com/xhtml/blog-list.html	E:/exe/swigo.dexignzone.com/xhtml/blog-list.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:37	39374/39374	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:48%20GMT	https://swigo.dexignzone.com/xhtml/blog-list-left-sidebar.html	E:/exe/swigo.dexignzone.com/xhtml/blog-list-left-sidebar.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:38	39333/39333	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:49%20GMT	https://swigo.dexignzone.com/xhtml/blog-list-right-sidebar.html	E:/exe/swigo.dexignzone.com/xhtml/blog-list-right-sidebar.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:38	39894/39894	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:43%20GMT	https://swigo.dexignzone.com/xhtml/blog-both-sidebar.html	E:/exe/swigo.dexignzone.com/xhtml/blog-both-sidebar.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:38	37327/37327	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:51%20GMT	https://swigo.dexignzone.com/xhtml/blog-standard.html	E:/exe/swigo.dexignzone.com/xhtml/blog-standard.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:39	39080/39080	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:50%20GMT	https://swigo.dexignzone.com/xhtml/blog-open-gutenberg.html	E:/exe/swigo.dexignzone.com/xhtml/blog-open-gutenberg.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:39	41560/41560	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:44%20GMT	https://swigo.dexignzone.com/xhtml/blog-detail-left-sidebar.html	E:/exe/swigo.dexignzone.com/xhtml/blog-detail-left-sidebar.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:40	41620/41620	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:44%20GMT	https://swigo.dexignzone.com/xhtml/blog-detail-right-sidebar.html	E:/exe/swigo.dexignzone.com/xhtml/blog-detail-right-sidebar.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:40	37989/37989	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:45%20GMT	https://swigo.dexignzone.com/xhtml/blog-grid-3-masonary.html	E:/exe/swigo.dexignzone.com/xhtml/blog-grid-3-masonary.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:40	39892/39892	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:46%20GMT	https://swigo.dexignzone.com/xhtml/blog-grid-4-masonary.html	E:/exe/swigo.dexignzone.com/xhtml/blog-grid-4-masonary.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:41	41572/41572	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:52%20GMT	https://swigo.dexignzone.com/xhtml/blog-wide-list-sidebar.html	E:/exe/swigo.dexignzone.com/xhtml/blog-wide-list-sidebar.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:41	42247/42247	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:51%20GMT	https://swigo.dexignzone.com/xhtml/blog-wide-grid-sidebar.html	E:/exe/swigo.dexignzone.com/xhtml/blog-wide-grid-sidebar.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:42	32397/32397	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Sep%202023%2013:40:53%20GMT	https://swigo.dexignzone.com/xhtml/contact-us.html	E:/exe/swigo.dexignzone.com/xhtml/contact-us.html	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:43	51146/51146	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2013:43:56%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/img3.png	E:/exe/swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/img3.png	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:43	8228/8228	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2013:43:55%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/img1.png	E:/exe/swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/img1.png	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:43	67114/67114	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2013:43:56%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/pic1.png	E:/exe/swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/pic1.png	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:43	3199/3199	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2013:43:55%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/img2.png	E:/exe/swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/img2.png	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:43	11280/11280	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:44:31%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/thumb/pic1.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/thumb/pic1.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:44	11878/11878	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:44:31%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/thumb/pic2.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/thumb/pic2.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:44	13063/13063	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:44:32%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/thumb/pic3.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/main-slider/slider1/thumb/pic3.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:44	14051/14051	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:49%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/small/pic2.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/small/pic2.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:44	16783/16783	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:47%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/small/pic1.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/small/pic1.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:45	17510/17510	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:51%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/small/pic4.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/small/pic4.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:45	18308/18308	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:49%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/small/pic3.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/small/pic3.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:46	5467/5467	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2013:42:19%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/background/pic3.png	E:/exe/swigo.dexignzone.com/xhtml/assets/images/background/pic3.png	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:46	93514/93514	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2013:42:18%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/background/pic2.png	E:/exe/swigo.dexignzone.com/xhtml/assets/images/background/pic2.png	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:46	29916/29916	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:28%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic5.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic5.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:47	147618/147618	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:25%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic2.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic2.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:47	62277/62277	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:28%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic6.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic6.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:47	141455/141455	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:26%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic4.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic4.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:48	60335/60335	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:22%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/grid/pic2.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/grid/pic2.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:49	64485/64485	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:22%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/grid/pic1.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/grid/pic1.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:49	54460/54460	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:23%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/grid/pic4.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/grid/pic4.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:49	66622/66622	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:23%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/grid/pic3.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/grid/pic3.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:49	8516/8516	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2013:42:20%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/background/pic4.png	E:/exe/swigo.dexignzone.com/xhtml/assets/images/background/pic4.png	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:50	16144/16144	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:25%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic1.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic1.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:50	142547/142547	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:43:26%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic3.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/gallery/grid2/pic3.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:51	26413/26413	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:44:26%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/testimonial/small/pic1.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/testimonial/small/pic1.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:51	34860/34860	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:44:26%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/testimonial/small/pic2.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/testimonial/small/pic2.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:51	44591/44591	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:44:28%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/testimonial/small/pic3.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/testimonial/small/pic3.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:51	32087/32087	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:44:27%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/testimonial/small/pic4.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/testimonial/small/pic4.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:51	40180/40180	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2013:44:29%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/testimonial/small/pic5.jpg	E:/exe/swigo.dexignzone.com/xhtml/assets/images/testimonial/small/pic5.jpg	(from https://swigo.dexignzone.com/xhtml/index.html)
23:14:52	723355/723355	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2013:42:11%20GMT	https://swigo.dexignzone.com/xhtml/assets/images/background/pic1.png	E:/exe/swigo.dexignzone.com/xhtml/assets/images/background/pic1.png	(from https://swigo.dexignzone.com/xhtml/index.html)
